n,vel_mean_avg,vel_mean_median,vel_mean_sd,vel_final_avg,vel_final_median,vel_final_sd,pause_mean,pause_median,pause_sd,corrections_mean,corrections_median,distance_mean,distance_median,distance_sd,decel_mean,decel_median,decel_sd
2795,0.736,0.41,1.366,0.207,0.07,0.593,131.2,66.0,339.2,10.62,9.0,205.9,114.0,447.3,-0.004,-0.0005,0.038
