person_id,clicks,median_ms,p25_ms,p75_ms,iqr_ms,sd_ms,mean_ms,typical_range
3a6d1f60-bcb8-52a5-8fe1-d980ebe0040c,6,115.0,93.0,123.5,30.5,25.6,110.3,normal
b5de287f-604b-504f-8b5e-6b9c1a92a080,6,100.0,94.0,107.5,13.5,12.8,99.3,normal
14321c2a-ac7c-551e-b972-45c4beb01764,6,128.5,110.8,129.8,19.0,11.7,121.5,deliberative
713ef100-ec09-55b5-b865-b9f055f1513d,6,141.0,133.0,161.8,28.8,18.1,144.0,deliberative
dffa28bb-db7f-5502-812f-60c123e31583,6,165.0,153.8,171.8,18.0,14.3,165.7,extended
cc98612f-e319-5267-b913-62630e49d46b,6,153.5,131.2,157.8,26.5,19.3,142.7,deliberative
e95bddfb-854e-5f7b-9402-409dd2c46042,6,141.0,134.2,153.8,19.5,16.4,142.3,deliberative
4c2884f7-e02a-5fc7-9843-ea60e5de54ab,6,108.0,107.2,115.5,8.2,21.7,104.7,normal
d9e41c23-340b-55ab-9171-85e01a562648,6,166.5,137.2,183.0,45.8,27.1,157.8,extended
39fcde3f-4dad-55e7-9c3a-8baaf6466141,6,130.0,119.5,132.2,12.8,12.1,123.7,deliberative
784515c4-48be-5db5-9b67-d5214fcea1ba,6,137.5,122.2,148.2,26.0,21.1,134.8,deliberative
285b2eca-c62f-510e-9f7c-8a67a58f84f4,6,159.0,157.5,162.0,4.5,2.7,159.8,deliberative
01ff184b-b097-5926-af98-ea25a6276e79,6,150.0,138.5,187.8,49.2,28.4,161.8,deliberative
a1dbf46c-9e4b-572e-8d5e-d744c6425a71,6,117.5,111.0,136.0,25.0,14.8,122.8,normal
4e65a37c-066f-52dc-81f0-c7f33f657c80,6,120.5,119.2,127.0,7.8,18.9,115.3,deliberative
b8fda6fb-a72b-562e-82c3-869770446cbb,6,118.5,112.8,131.8,19.0,10.7,122.0,normal
b5277683-3ea9-50a1-a4a2-4cb78111df80,5,133.0,117.0,139.0,22.0,18.2,134.2,deliberative
96a0b6ce-f638-5f70-862a-2a197ccbf140,5,101.0,98.0,101.0,3.0,24.3,105.2,normal
758ee82d-c26d-5391-a2b0-e6c505b3db53,5,71.0,58.0,78.0,20.0,20.2,71.0,ballistic
f2f88510-da0a-54aa-8530-a22c872d3bb9,5,124.0,109.0,135.0,26.0,21.3,117.8,deliberative
e8136cff-5a22-5dcf-a307-63fab7e7a117,5,83.0,73.0,83.0,10.0,28.3,85.4,normal
6b819819-db8d-5515-9589-6559e396a512,5,125.0,100.0,134.0,34.0,25.2,124.4,deliberative
79fb3332-ee0f-5e0c-a4f6-b7830707158d,5,98.0,92.0,111.0,19.0,23.0,107.2,normal
c1625e77-cb77-52f7-8926-77d689abeeea,5,100.0,68.0,133.0,65.0,41.9,91.4,normal
167dad83-f210-565d-99cf-7fa5cca2e34d,5,135.0,102.0,141.0,39.0,61.6,124.4,deliberative
5ea83be4-b358-5676-bf4e-c313567618ba,5,65.0,45.0,79.0,34.0,17.3,61.0,ballistic
ee2d5546-8ab4-5003-9ad6-f33e02b078be,5,135.0,125.0,150.0,25.0,229.8,244.2,deliberative
6c4a531b-66d1-5521-8932-983418633ff8,5,100.0,83.0,125.0,42.0,26.7,103.4,normal
c5dcbb9e-6e31-5a05-8042-4cc17a005926,5,88.0,68.0,88.0,20.0,16.0,83.6,normal
8404a6e6-f9f6-540c-bbd7-3b249ef2502e,5,125.0,124.0,142.0,18.0,10.4,130.2,deliberative
be4aa38f-3a3f-57ea-aab4-f4a5bd747be2,5,103.0,100.0,126.0,26.0,18.2,109.0,normal
38a77d7a-e932-571f-83b4-20b96bf29e84,5,116.0,115.0,117.0,2.0,15.2,113.4,normal
9c732e11-d7e3-5657-ba8d-52d5e899927d,5,130.0,125.0,147.0,22.0,12.7,133.8,deliberative
3736e79b-5e9d-56d6-9fa7-6b20d40222a1,4,129.0,116.8,147.5,30.8,20.9,135.2,deliberative
edb0107b-508a-59ab-a020-b9a45c70ba8f,4,46.0,28.5,63.5,35.0,18.0,46.0,ballistic
1df238cc-9039-5094-b183-4a1ee3608044,4,146.5,134.8,158.2,23.5,12.0,146.5,deliberative
048e19df-3254-5b2f-b3a9-c740c2682231,4,212.5,133.8,291.2,157.5,79.0,212.5,extended
50e3173c-97c8-5246-b46a-a5f68f7c868b,4,89.5,80.0,268.2,188.2,302.2,258.8,normal
77a4ad00-d100-539d-aea5-64789774e143,4,102.0,88.5,129.2,40.8,49.1,115.8,normal
7f9782bc-6250-5cbc-9f27-d2173bdf77a2,4,154.5,142.8,166.2,23.5,12.0,154.5,deliberative
a393b827-a39c-5c1f-a286-bb7a9f925d26,4,140.0,130.0,149.2,19.2,10.4,139.2,deliberative
6a11ac34-6ed1-5b25-8147-ec46bda3c6c2,4,127.0,113.8,140.0,26.2,13.3,126.8,deliberative
82b73e44-bb60-54a3-a68c-0c17ea33f225,4,108.0,99.8,116.0,16.2,8.3,107.8,normal
25ee38ce-1f12-55b0-aaf0-03678f9d21ad,4,99.0,80.8,117.2,36.5,18.5,99.0,normal
37967cd1-1964-53f3-b0fd-3c7f09a9d752,4,158.0,141.5,166.2,24.8,20.6,149.8,deliberative
a66d8b64-aaab-5428-84c6-03225fbcd8ff,4,141.5,133.5,149.5,16.0,8.6,141.5,deliberative
c6350dfd-ecdd-500d-b909-986fc92aa1fe,4,145.5,123.5,286.5,163.0,236.3,264.5,deliberative
1bcf8f80-e94a-5a76-aab5-ff6b6fbfece5,4,154.5,142.8,166.5,23.8,12.3,154.8,deliberative
96bf7f3d-2ca3-5325-b0d2-c5a69e44b914,4,130.5,125.2,272.0,146.8,243.9,266.8,deliberative
eda5b3f7-fbc4-5d72-8f1c-374f6b098539,4,140.5,124.8,156.2,31.5,16.0,140.5,deliberative
3c9c1cec-ee42-5f58-bc96-978ba61916c8,4,85.0,77.8,92.0,14.2,7.3,84.8,normal
af95c6e0-be59-544f-b0dd-d6a20d1caeef,4,146.0,141.5,150.5,9.0,5.1,146.0,deliberative
410ace94-8a4a-5ad8-98fd-7a6e87a442a6,4,166.0,156.8,175.0,18.2,9.3,165.8,extended
1cb7e7ed-afad-5b56-9754-014346fac320,4,117.5,101.5,133.2,31.8,16.3,117.2,normal
86174239-5b2b-554b-a37f-af1e0df220fb,4,121.5,110.8,132.2,21.5,11.0,121.5,deliberative
f8495e6d-9bc0-5227-b4a1-c65ff4ae3f26,4,166.0,135.2,196.5,61.2,31.3,165.8,extended
0982a9b9-36f4-5a25-a997-8247e724b4a7,4,104.5,100.8,108.0,7.2,3.8,104.2,normal
efe14497-af27-538a-a82b-7d74b4e1515c,4,115.0,96.5,133.2,36.8,18.8,114.8,normal
6de00a2b-0719-544b-a230-674f260e2346,4,103.5,102.0,105.2,3.2,1.8,103.8,normal
aa9156f3-04b1-542e-91a5-338395025abb,4,102.0,100.2,103.5,3.2,2.6,101.8,normal
a23407a5-786b-59cb-8539-74253d149e12,4,100.0,75.5,117.0,41.5,28.2,92.5,normal
6e18b8ab-8da3-5a4e-bbce-b0284837c2b2,4,116.5,108.8,124.2,15.5,8.0,116.5,normal
a6bb10e1-95e4-5935-a5b3-e1f1e9e5cdcb,4,123.5,92.0,155.5,63.5,32.0,124.0,deliberative
2b2daed5-7c62-5b76-b156-28c671dd9163,4,144.5,110.0,179.2,69.2,34.8,144.8,deliberative
227d0f1a-c4d8-56da-bf70-1c55fd403c6c,4,593.0,67.5,1118.5,1051.0,526.0,593.0,extended
2d7c473b-638c-5c0b-a7e9-eab79b3b2794,4,116.0,112.0,121.0,9.0,12.8,117.0,normal
ec543ebd-b6e7-5ff9-96c8-37c9b8dec3a9,4,116.5,83.5,149.2,65.8,33.3,116.2,normal
0127e310-64b0-52b8-b1ad-4dd5acddf635,4,74.0,58.0,90.2,32.2,16.3,74.2,ballistic
b800a4d7-f80a-5443-a236-f068dd72eeb8,4,107.5,83.8,131.5,47.8,24.3,107.8,normal
817b2db2-f7da-593f-bd36-7bf9b460114a,4,122.5,119.8,125.2,5.5,3.0,122.5,deliberative
5f3f857e-f2a9-576d-b0b6-8121d7fd08a3,4,130.5,117.8,143.2,25.5,13.0,130.5,deliberative
19df12b3-7426-5f9c-a35b-206caccbf559,4,94.5,88.5,100.0,11.5,6.0,94.0,normal
3d665f56-e0e0-59e1-958e-94ce4e791a8e,4,162.5,143.8,181.2,37.5,19.0,162.5,extended
fa286c04-12ca-518f-93d3-0229ba7b76e5,4,100.0,91.8,108.2,16.5,8.5,100.0,normal
b533bf7d-a3de-5829-80d1-0050dc8ce3bc,4,123.0,96.8,149.0,52.2,26.3,122.8,deliberative
a774e53c-2a0a-5b28-ae48-3c6c1ff62668,4,105.5,95.8,120.8,25.0,24.6,111.0,normal
45146d36-3654-5e34-8a4e-e98dea705cec,4,71.5,59.5,83.2,23.8,12.3,71.2,ballistic
47e7312e-9681-59b0-995b-1af8a4818e68,4,149.0,133.5,164.2,30.8,15.8,148.8,deliberative
7b77ced6-b265-5b88-aac8-a2030421a1d0,4,119.5,103.2,235.2,132.0,195.9,219.0,normal
90b1af59-9ca4-517a-a6fa-5ae35ae777f5,4,141.5,141.0,142.2,1.2,0.8,141.8,deliberative
f210482e-8b95-530b-ae28-9c52a05ad383,4,169.0,134.5,203.2,68.8,34.8,168.8,extended
f6e37a1a-bdc4-511d-a96f-05913ae8fd16,4,109.0,108.8,109.0,0.2,0.4,108.8,normal
f7b8d785-8f26-5f25-bd43-e4382b0ba68d,4,149.5,72.0,227.5,155.5,78.0,150.0,deliberative
f527b20b-cbd7-5c83-b7d7-9db2a0942d8e,4,100.0,95.5,104.0,8.5,12.0,99.5,normal
ab95dc91-6f7f-5124-9543-eb2560b9f792,4,105.0,101.5,108.5,7.0,4.1,105.0,normal
cc53bc7d-e6cd-5937-9c6b-0f81f7f60843,4,84.5,67.8,103.8,36.0,19.9,87.0,normal
4d76a54c-eb30-592f-84a9-dc8bd1eb12b0,4,112.0,107.8,116.2,8.5,4.5,112.0,normal
af3d9278-af1e-5c87-82f1-584cb1d9c819,4,140.5,128.8,152.0,23.2,11.8,140.2,deliberative
ba3cc4db-f09c-5f41-a973-f75b1f4081b5,4,116.5,116.0,117.2,1.2,0.8,116.8,normal
d4fce4fe-44c3-5a44-9730-cd5be8b8652a,4,126.5,108.5,137.2,28.8,22.8,119.2,deliberative
a1a75c5c-0e56-54b1-a6a0-5d51171f3bee,4,149.5,140.8,154.0,13.2,18.2,145.2,deliberative
01012401-fb8c-52de-9a6b-75c1c6d4778d,4,108.5,100.8,116.0,15.2,7.8,108.2,normal
33462283-b087-5d3e-831e-68d466d855ce,4,133.5,133.0,134.2,1.2,0.8,133.8,deliberative
c0771e65-5688-5fbf-b666-a2e443b39710,4,116.5,116.0,117.2,1.2,0.8,116.8,normal
d90498ab-82d9-578a-a1c5-5f40d8a78245,4,107.0,90.0,124.5,34.5,17.5,107.5,normal
9c3c24ce-a868-5015-a1fa-f1f4263010a7,4,116.5,116.0,126.2,10.2,16.3,125.8,normal
399ba017-1c64-5071-82d6-1545e061d0a0,4,170.5,147.0,194.2,47.2,23.8,170.8,extended
0d441fdb-a7eb-5804-9703-0298a1c47b05,4,138.5,109.8,167.2,57.5,29.0,138.5,deliberative
71c92a5e-4a34-5351-aa0c-c581dfdb0721,4,108.5,108.0,109.5,1.5,1.2,109.0,normal
6315ae81-38d0-5453-b1bd-f1e0222d01ff,4,18.5,17.8,19.2,1.5,1.1,18.5,ballistic
ea54e45a-0ed1-5544-bb1b-b67a4dd988d9,4,123.5,108.8,138.2,29.5,15.0,123.5,deliberative
a2a2d167-9d8a-5fa3-bb24-d74b72d96a45,3,131.0,112.5,132.0,19.5,17.9,119.3,deliberative
ae2f0e61-e73b-5719-9f03-3083874d67ff,3,140.0,124.0,157.5,33.5,27.4,141.0,deliberative
43bc4ef6-6dd9-5134-a455-a0fbdf93b790,3,149.0,121.0,157.0,36.0,30.9,135.7,deliberative
b927ebab-b72b-5966-9e5e-6e699089fdb8,3,130.0,122.5,138.0,15.5,12.7,130.3,deliberative
e4f66fa4-9606-5919-be3b-1fbcd095af4c,3,99.0,96.5,122.0,25.5,23.0,112.7,normal
5d02af47-e752-55f4-8321-8e55075d028b,3,94.0,81.0,113.5,32.5,26.7,98.3,normal
9317132f-c3b3-5090-9059-d35119c59cd3,3,108.0,86.5,124.5,38.0,31.1,104.7,normal
ed237ad0-5563-53f0-8e02-449471083610,3,124.0,116.5,124.5,8.0,7.3,119.3,deliberative
8724c8aa-40f8-5d46-a80a-d6ee266eacec,3,84.0,76.0,100.5,24.5,20.4,89.7,normal
98219b51-8eb6-50c4-9fe7-d513dcbcc049,3,116.0,108.0,124.5,16.5,13.5,116.3,normal
561cbcbd-1b72-5bb2-af73-d0156b248f5d,3,128.0,120.0,154.5,34.5,29.5,140.3,deliberative
9d3a7c25-6003-5654-8e7e-d07c77682cf2,3,17.0,16.5,17.0,0.5,0.5,16.7,ballistic
91104c1d-f93b-51ce-b8c1-16db2a1a039d,3,135.0,125.5,638.0,512.5,478.8,464.0,deliberative
e15dfa17-a14e-58db-98aa-80b21037b3ca,3,98.0,82.5,107.0,24.5,20.2,93.7,normal
c9eb8da2-2daf-5ab3-a6f2-2d1d9322716a,3,98.0,74.0,115.5,41.5,34.0,93.7,normal
73bed73a-36cb-5756-8335-555433bb70de,3,133.0,127.0,151.5,24.5,20.9,141.3,deliberative
3ffc0e1c-13aa-5c44-87c2-a7fcd595c23d,3,152.0,151.0,175.5,24.5,22.6,167.0,deliberative
cc1b5c40-75fb-51f0-9765-d1c2d14bb4bd,3,130.0,122.5,132.0,9.5,8.2,126.3,deliberative
2da47439-18bb-5c45-9119-1c24cd674d2e,3,64.0,64.0,80.5,16.5,15.6,75.0,ballistic
3dac8f90-f95a-5bdb-88ba-de20be67ad2d,3,107.0,91.0,124.0,33.0,26.9,107.7,normal
bbbad237-ff6d-58bc-85d4-4d30af4d7d72,3,133.0,125.0,133.0,8.0,7.5,127.7,deliberative
ae962fac-6ed3-563c-8035-e0d9a50931fc,3,128.0,122.0,130.5,8.5,7.1,125.7,deliberative
65542429-7783-5591-bac7-35a6b23e9512,2,134.0,133.5,134.5,1.0,1.0,134.0,deliberative
2db7e3af-85c8-508d-8d13-68106c6de78a,2,135.5,135.2,135.8,0.5,0.5,135.5,deliberative
5ba2d5e8-a8d1-59fe-a97e-6108ef48069b,2,409.0,265.5,552.5,287.0,287.0,409.0,extended
1a04d00f-513f-57b6-b18e-d54a28202167,2,148.5,148.2,148.8,0.5,0.5,148.5,deliberative
f6f7b2e7-bed6-5281-8a3b-a6f7442ec763,2,125.0,116.5,133.5,17.0,17.0,125.0,deliberative
91bdc331-d485-59f9-b9d4-a5370a74ba71,2,86.0,85.5,86.5,1.0,1.0,86.0,normal
8b8b65aa-6206-58f2-9840-8caef55e402d,2,149.5,149.2,149.8,0.5,0.5,149.5,deliberative
d693b4f5-e0e1-5573-a50b-f3f67509fbed,2,101.0,99.0,103.0,4.0,4.0,101.0,normal
f3a6e17a-45c1-5129-8911-6930f1cd6359,2,124.5,124.2,124.8,0.5,0.5,124.5,deliberative
a0b29b4c-1e37-5a24-85c2-be6f95e8bb2a,2,83.5,83.2,83.8,0.5,0.5,83.5,normal
4e70fc99-ecb5-5614-a924-1e392a303e09,2,112.5,112.2,112.8,0.5,0.5,112.5,normal
8f65bda8-0f8a-5333-bb78-d0e8e09dcf79,2,116.0,107.5,124.5,17.0,17.0,116.0,normal
1bb40544-e6b7-5256-b519-7ec71a308c03,2,90.5,90.2,90.8,0.5,0.5,90.5,normal
32f1b6d3-7dbb-5609-9621-e20c8df2aee7,2,153.5,153.2,153.8,0.5,0.5,153.5,deliberative
378cc151-6ef3-5c9d-b757-b41263d28a76,2,110.5,110.2,110.8,0.5,0.5,110.5,normal
a2c74245-2ba8-5cf8-b018-028784c74c9d,2,126.0,126.0,126.0,0.0,0.0,126.0,deliberative
442bf7b9-3143-5459-b898-8f60a1d6a65a,2,83.5,83.2,83.8,0.5,0.5,83.5,normal
47c77a00-fc84-5b4b-89cf-3af9d8ead3d1,2,92.0,92.0,92.0,0.0,0.0,92.0,normal
43b564ca-2f91-5831-9432-1a8d7a299db5,2,137.0,131.0,143.0,12.0,12.0,137.0,deliberative
1cfed761-a13f-55ba-a8bf-c43f33cbd5af,2,126.0,118.0,134.0,16.0,16.0,126.0,deliberative
6111903e-dc2e-5284-b456-45786076e400,2,96.5,96.2,96.8,0.5,0.5,96.5,normal
6d495d14-c8eb-59e6-910c-4743e403faee,2,107.0,99.5,114.5,15.0,15.0,107.0,normal
fe30f369-fdce-5fe7-88df-1de713e868ee,2,116.0,115.5,116.5,1.0,1.0,116.0,normal
894609ac-f721-561a-aa45-0d1086ff090c,2,117.0,116.5,117.5,1.0,1.0,117.0,normal
ec2a5651-b750-583c-8dc6-ccb9dee4accf,2,172.0,172.0,172.0,0.0,0.0,172.0,extended
36797f98-48b3-5d86-a84b-e5f8345e19d0,2,83.0,82.5,83.5,1.0,1.0,83.0,normal
96cc0b5a-5382-525d-9b3f-10fb9664d07c,2,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
188ec15c-2800-5ec2-b59b-94098bd26799,2,103.0,101.5,104.5,3.0,3.0,103.0,normal
f168e4f7-d1d5-5de5-9991-04d64aa4715b,2,133.5,133.2,133.8,0.5,0.5,133.5,deliberative
81f3bd61-dad9-5c2e-8ce2-c3a22e0e01d7,2,99.0,80.0,118.0,38.0,38.0,99.0,normal
138058a3-1565-5e8a-8155-67f256eb8be5,2,89.0,88.5,89.5,1.0,1.0,89.0,normal
81c62009-7db9-524b-9668-1e63135e793e,2,136.0,121.0,151.0,30.0,30.0,136.0,deliberative
8c4d3e0d-04e8-50f7-990b-abdc884607d3,2,59.5,59.2,59.8,0.5,0.5,59.5,ballistic
f3b60286-ea8e-50ce-806e-9dc17fd2fa4d,2,157.0,144.0,170.0,26.0,26.0,157.0,deliberative
24a0da0d-954b-50f5-ad61-17ffda322640,2,64.0,63.5,64.5,1.0,1.0,64.0,ballistic
f93178cd-4fbe-52a9-829a-0a059dae418b,2,130.5,130.2,130.8,0.5,0.5,130.5,deliberative
3d8c05e6-681f-55ee-bedb-542884d31f89,2,62.5,61.8,63.2,1.5,1.5,62.5,ballistic
2f560e90-1c6a-5531-9244-aeae90e0e958,2,90.5,89.8,91.2,1.5,1.5,90.5,normal
dac59b28-42df-5d95-8d7f-6cb55e136a04,2,166.5,166.2,166.8,0.5,0.5,166.5,extended
9513303f-61dc-5f08-8775-998110a89805,2,149.5,141.2,157.8,16.5,16.5,149.5,deliberative
eb26c9e2-3915-5bc9-97df-f85424354de0,2,130.0,129.5,130.5,1.0,1.0,130.0,deliberative
69b32ef2-c94d-5a20-ac97-ab01e9e641be,2,99.0,86.5,111.5,25.0,25.0,99.0,normal
13b843e9-0371-5af5-a6d5-ff0fca9adebf,2,100.0,99.5,100.5,1.0,1.0,100.0,normal
394fb783-034a-5196-bab8-b833f0104ade,2,49.5,49.2,49.8,0.5,0.5,49.5,ballistic
d2e7de55-4588-55d2-ae52-5a96cd94eb16,2,129.5,127.8,131.2,3.5,3.5,129.5,deliberative
1afbd43d-3686-5d0c-9ecb-949c591df1d3,2,101.0,100.5,101.5,1.0,1.0,101.0,normal
08659f32-1ae2-5749-8e7e-36aa6417d3b8,2,92.5,91.8,93.2,1.5,1.5,92.5,normal
db5904bd-4419-5636-9ec7-7515ea5ecfcf,2,150.5,150.2,150.8,0.5,0.5,150.5,deliberative
8c31ff45-0c7b-5be2-95a9-38f3109b7888,2,143.0,142.5,143.5,1.0,1.0,143.0,deliberative
2a5b060c-340e-5b78-84ec-c41949acb70a,2,125.5,120.8,130.2,9.5,9.5,125.5,deliberative
c38c7481-9b1f-5b3c-8043-b2218a86da53,2,92.0,91.5,92.5,1.0,1.0,92.0,normal
2d03202b-1900-5a43-8eb7-45c212e5a99c,2,83.0,83.0,83.0,0.0,0.0,83.0,normal
17cd1ee7-6361-5f4f-b920-4776d958b048,2,111.5,109.2,113.8,4.5,4.5,111.5,normal
c292b63c-9f63-5863-abd3-24ff9658b220,2,18.0,17.5,18.5,1.0,1.0,18.0,ballistic
2aba8c10-447d-5aa2-b8cf-128645a55270,2,95.5,87.2,103.8,16.5,16.5,95.5,normal
68053d77-f827-5f9c-8f9a-bff5746f81f3,2,142.5,142.2,142.8,0.5,0.5,142.5,deliberative
ce1760c5-e338-5613-ade0-a502c0cc0479,2,118.5,99.8,137.2,37.5,37.5,118.5,normal
3179b118-4af4-5bc7-be48-d1c8f181cfed,2,125.0,125.0,125.0,0.0,0.0,125.0,deliberative
a317ac00-35ac-5cc2-b61c-659d99f1cb21,2,120.0,114.0,126.0,12.0,12.0,120.0,deliberative
c22082ce-b630-5d60-adad-002454194b9c,2,127.5,121.8,133.2,11.5,11.5,127.5,deliberative
ec100117-5802-5aa3-8467-0e3fd6347dd9,2,96.0,89.5,102.5,13.0,13.0,96.0,normal
1bf923fa-b1a6-53fe-96a4-a45e5a83482f,2,100.5,100.2,100.8,0.5,0.5,100.5,normal
7bcdaf05-1625-5eb5-ba01-9ac693137359,2,101.0,100.5,101.5,1.0,1.0,101.0,normal
3e5acc94-b63b-530e-929d-b9ca3f5fb553,2,99.5,98.8,100.2,1.5,1.5,99.5,normal
2e4a05f2-6829-54d5-9165-3a045b413b73,2,145.0,144.5,145.5,1.0,1.0,145.0,deliberative
54452a94-f5b6-5e5b-aa13-bfd949dc5da9,2,109.0,94.5,123.5,29.0,29.0,109.0,normal
7a30a8d7-6fb2-57b3-84bf-df27ca64320b,2,108.5,108.2,108.8,0.5,0.5,108.5,normal
c28dcc0d-6a16-58dd-a376-1926b79f3f74,2,90.5,90.2,90.8,0.5,0.5,90.5,normal
40e42b17-872c-5268-ab6e-d1d369c4c4df,2,99.5,99.2,99.8,0.5,0.5,99.5,normal
09705a42-dd6c-5940-825f-5877771f8809,2,104.5,87.8,121.2,33.5,33.5,104.5,normal
72ca21fb-01fa-5da1-bc40-30cf0a5a080f,2,98.0,98.0,98.0,0.0,0.0,98.0,normal
5d8a870d-af7b-57f8-9020-155818d93c93,2,885.5,481.2,1289.8,808.5,808.5,885.5,extended
b96c32c7-d385-5f28-a9ff-a5fcc99348ab,2,92.5,91.8,93.2,1.5,1.5,92.5,normal
b50a9747-842c-5a0d-a60c-28f44a049af6,2,109.0,108.5,109.5,1.0,1.0,109.0,normal
8aea689f-6148-5582-bc46-6d2205760bf1,2,141.5,141.2,141.8,0.5,0.5,141.5,deliberative
7b7db7ec-881e-51e1-a06b-e634753c5eaa,2,141.0,140.5,141.5,1.0,1.0,141.0,deliberative
81c47697-f743-5b28-a982-fc7618d65cb8,2,76.5,75.8,77.2,1.5,1.5,76.5,ballistic
774d9e65-e453-5b7e-8765-2a2d7b73f263,2,14.0,14.0,14.0,0.0,0.0,14.0,ballistic
c1cc2066-068b-5f2b-8004-c48e5f534266,2,133.5,133.2,133.8,0.5,0.5,133.5,deliberative
f7ec2c47-6ef2-5df5-853e-23f922d382c3,2,120.5,120.2,120.8,0.5,0.5,120.5,deliberative
7679022d-9210-5e6b-9c1b-0adbb2520030,2,94.5,94.2,94.8,0.5,0.5,94.5,normal
a87de752-18a8-5f5e-98ec-ab160363b60e,2,124.5,103.8,145.2,41.5,41.5,124.5,deliberative
31b11e18-1142-5298-9e47-c4dc901395ff,2,66.0,66.0,66.0,0.0,0.0,66.0,ballistic
1c2cb366-e7d5-517c-b595-5c100292e6e6,2,117.0,117.0,117.0,0.0,0.0,117.0,normal
9fdac360-5577-5d85-a93c-a67f4d7c02f5,2,100.5,100.2,100.8,0.5,0.5,100.5,normal
6e49db90-0c33-5ab4-94a8-a3391384296f,2,125.0,125.0,125.0,0.0,0.0,125.0,deliberative
b9777c5d-5da9-5b6f-98fd-389dfea33021,2,81.5,80.8,82.2,1.5,1.5,81.5,normal
fc63863c-f977-5168-a004-4d69618cc557,2,169.5,169.2,169.8,0.5,0.5,169.5,extended
1e7e6876-722a-5abe-b729-df7a58c77655,2,119.5,117.8,121.2,3.5,3.5,119.5,normal
5da9602b-a365-5c85-8be7-10d840dbc595,2,109.0,108.5,109.5,1.0,1.0,109.0,normal
d21fd162-b532-5771-8077-140092b5766e,2,116.5,116.2,116.8,0.5,0.5,116.5,normal
e809ca58-d434-53a5-8d3a-d1f733489f3a,2,137.5,137.2,137.8,0.5,0.5,137.5,deliberative
42a53ee2-26bd-5632-b503-7d58aaeb84b9,2,108.5,108.2,108.8,0.5,0.5,108.5,normal
1f619625-99c7-5e8c-9c8f-e1e55b0a1620,2,112.5,110.2,114.8,4.5,4.5,112.5,normal
96410982-e5d9-5337-9577-6dfd138b4b2c,2,127.5,126.8,128.2,1.5,1.5,127.5,deliberative
0c312426-bd0e-540e-80c1-00e5246646fc,2,175.5,175.2,175.8,0.5,0.5,175.5,extended
2b9bdb49-6d98-5ae5-9106-7f3995f4223a,2,121.5,109.2,133.8,24.5,24.5,121.5,deliberative
114c4583-f681-5b97-a260-ca9b8b87a41d,2,117.0,117.0,117.0,0.0,0.0,117.0,normal
18cb6f64-d84b-567b-b32e-5829a1724aaa,2,91.5,91.2,91.8,0.5,0.5,91.5,normal
8fb1491e-b0f0-56fe-b6a9-1a0b3f4590d5,2,41.5,41.2,41.8,0.5,0.5,41.5,ballistic
ac1e2e3e-8c27-5915-add7-7e7dd253fec5,2,80.5,80.2,80.8,0.5,0.5,80.5,normal
953098aa-6c3b-57ad-8291-80d6867f7c2f,2,150.5,149.2,151.8,2.5,2.5,150.5,deliberative
f78dbec5-fb46-5958-b625-af853ddd0181,2,126.0,124.0,128.0,4.0,4.0,126.0,deliberative
88b02ed7-d2c1-57ad-934c-d4ebbd572d24,2,126.0,115.5,136.5,21.0,21.0,126.0,deliberative
a01a7406-3907-59fc-987f-f0fab538ad6c,1,125.0,125.0,125.0,0.0,0.0,125.0,deliberative
48cbca41-6de3-582d-96e5-1651fd5c4bb5,1,150.0,150.0,150.0,0.0,0.0,150.0,deliberative
437b062d-1163-5881-82f2-b076ff7bf7bf,1,82.0,82.0,82.0,0.0,0.0,82.0,normal
9afc6096-59a4-505a-9320-032dd21d6a57,1,116.0,116.0,116.0,0.0,0.0,116.0,normal
4c463c9d-ad10-585d-ba0b-e334a31cdaed,1,74.0,74.0,74.0,0.0,0.0,74.0,ballistic
6659cbf8-a9c0-516e-b3ab-fe416dbb57d5,1,91.0,91.0,91.0,0.0,0.0,91.0,normal
76d23989-5db4-5c1a-8138-b5922398d229,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
8de352e7-f97b-5dc2-84ee-7c6240159e6a,1,115.0,115.0,115.0,0.0,0.0,115.0,normal
b49c93e3-bdbc-5dc8-bbb4-86f6826ed7f1,1,116.0,116.0,116.0,0.0,0.0,116.0,normal
245c4edb-28ec-567b-9503-339f9d12022b,1,75.0,75.0,75.0,0.0,0.0,75.0,ballistic
7beda1d3-cb03-5480-8971-40bf0d1cec8a,1,108.0,108.0,108.0,0.0,0.0,108.0,normal
854317dd-31a3-5c88-9760-5b4d6551b29e,1,150.0,150.0,150.0,0.0,0.0,150.0,deliberative
9743d8ba-0834-597b-bc76-0a63cf637f12,1,102.0,102.0,102.0,0.0,0.0,102.0,normal
1add5b83-9626-5841-b777-0d6d8e4cfa65,1,70.0,70.0,70.0,0.0,0.0,70.0,ballistic
5dc4b69b-7ab6-5883-937a-76c07c94987f,1,149.0,149.0,149.0,0.0,0.0,149.0,deliberative
5806fa0c-c60b-517a-b296-0eed5d19e55a,1,64.0,64.0,64.0,0.0,0.0,64.0,ballistic
05d1e185-debd-5377-8778-752ac083abb0,1,124.0,124.0,124.0,0.0,0.0,124.0,deliberative
