n,mean_ms,median_ms,p25_ms,p75_ms,p5_ms,p95_ms,sd_ms,min_ms,max_ms,ballistic,normal,deliberative,extended
1476,166.9,99.0,79.0,128.0,48.0,681.5,284.2,11.0,2197.0,388,680,251,157
